directory;filename;severity;errorType;errorMessage
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-060.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-060.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-171.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-171.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-178.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-178.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-162.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-162.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-198.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-198.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-196.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-196.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-165.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-165.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-237.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-237.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-199.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-199.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-268.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-268.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-283.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-283.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-289.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-289.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-294.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-294.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-253.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-253.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-307.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-307.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-311.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-311.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-305.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-305.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-322.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-322.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-313.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-313.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-328.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-328.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-344.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-344.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-346.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-346.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-350.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-350.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-353.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-353.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-364.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-364.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-373.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-373.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-375.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-375.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-377.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-377.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-389.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-389.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-391.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-391.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-392.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-392.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-408.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-408.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-420.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-420.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-423.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-423.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-448.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-448.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-451.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-451.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-452.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-452.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-454.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-454.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-455.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-455.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-461.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-461.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-467.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-467.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-471.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-471.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-481.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-481.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-482.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-482.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-498.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-498.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-494.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-494.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-484.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-484.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-509.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-509.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-511.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-511.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-518.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-518.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-523.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-523.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-524.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-524.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-527.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-527.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-541.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-541.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-548.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-548.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-529.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-529.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-553.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-553.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-575.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-575.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-590.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-590.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-551.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-551.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-606.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-606.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-554.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-554.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-600.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-600.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-624.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-624.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-644.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-644.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-593.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-593.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-611.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-611.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-567.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-567.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-654.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-654.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-672.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-672.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-671.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-671.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-HD.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-HD.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-678.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-678.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-077.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-077.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-009.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-009.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-072.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-072.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-088.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-088.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-120.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-120.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-105.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-105.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-131.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-131.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-057.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-057.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-017.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-017.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-128.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-128.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-031.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-031.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-006.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-006.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-097.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-097.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-012.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-012.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-067.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-067.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-083.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-083.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-125.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-125.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-144.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-144.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-157.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-157.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-177.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-177.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-192.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-192.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-174.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-174.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-201.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-201.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-203.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-203.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-215.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-215.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-219.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-219.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-208.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-208.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-236.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-236.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-259.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-259.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-262.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-262.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-267.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-267.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-269.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-269.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-273.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-273.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-288.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-288.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-304.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-304.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-319.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-319.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-331.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-331.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-343.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-343.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-352.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-352.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-357.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-357.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-360.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-360.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-363.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-363.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-368.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-368.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-376.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-376.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-383.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-383.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-384.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-384.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-321.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-321.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-394.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-394.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-415.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-415.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-422.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-422.jpg"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/jpg";"A-Gf_S1_72-386.jpg";"ERROR";"Duplicated file";"Same hash as S1_72/S1_72/jpg_S1_72/A-Gf_S1_72-386.jpg"
