directory;filename;severity;errorType;errorMessage
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_18/tifSicher/v";"A-Gf_A67_18-I+v.TIF";"ERROR";"Invalid filename";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_18/tifSicher/v";"A-Gf_A67_18-II+v.TIF";"ERROR";"Invalid filename";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_18/jpg";"A-Gf_A67_18-I+r.jpg";"ERROR";"Invalid filename";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_18/jpg";"A-Gf_A67_18-II+v.jpg";"ERROR";"Invalid filename";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_18/jpg";"A-Gf_A67_18-I+v.jpg";"ERROR";"Invalid filename";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_18/jpg";"A-Gf_A67_18-II+r.jpg";"ERROR";"Invalid filename";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_18";"A67_18.txt";"ERROR";"File contains Byte Order Mark";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_19";"A67_19.txt";"ERROR";"File contains Byte Order Mark";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_20";"A67_20.txt";"ERROR";"File contains Byte Order Mark";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_21/tif";"A-Gf_A67_21-136v.TIF";"ERROR";"Corrupted image";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_21";"A67_21.txt";"ERROR";"File contains Byte Order Mark";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_45/tifSicher/v";"A-Gf_S1_45-FKr ab 47.TIF";"ERROR";"Invalid filename";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_30/tif";"v.tif";"ERROR";"Invalid filename";""
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72";"download_2023-10-25_17-58-44.zip";"ERROR";"Format not accepted";"MIME application/zip: not accepted, extension zip: not accepted"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-001.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-001.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-015.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-015.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-075.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-075.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-071.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-071.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-073.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-073.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-077.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-077.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-123.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-123.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-117.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-117.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-167.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-167.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-181.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-181.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-217.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-217.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-227.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-227.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-269.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-269.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-251.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-251.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-291.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-291.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-311.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-311.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-301.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-301.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-325.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-325.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-317.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-317.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-341.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-341.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-361.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-361.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-383.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-383.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-385.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-385.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-403.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-403.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-423.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-423.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-433.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-433.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-431.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-431.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-441.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-441.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-461.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-461.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-527.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-527.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-563.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-563.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-573.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-573.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-601.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-601.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-597.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-597.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-615.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-615.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-617.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-617.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-625.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-625.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-629.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-629.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-655.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-655.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-681.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-681.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-019.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-019.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-061.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-061.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-105.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-105.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-095.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-095.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-039.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-039.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-053.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-053.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-129.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-129.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-085.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-085.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-079.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-079.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-000c.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-000rb.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-145.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-145.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-155.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-155.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-169.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-169.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-173.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-173.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-163.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-163.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-187.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-187.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-199.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-199.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-211.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-211.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-221.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-221.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-275.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-275.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-271.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-271.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-297.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-297.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-303.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-303.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-329.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-329.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-339.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-339.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-343.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-343.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-359.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-359.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-381.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-381.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-397.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-397.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-399.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-399.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-425.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-425.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-439.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-439.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-443.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-443.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-467.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-467.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-481.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-481.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-493.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-493.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-499.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-499.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-487.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-487.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-501.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-501.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-503.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-503.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-521.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-521.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-533.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-533.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-551.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-551.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-555.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-555.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-569.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-569.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-577.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-577.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-581.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-581.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-585.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-585.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-611.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-611.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-633.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-633.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-639.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-639.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-645.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-645.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-653.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-653.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-669.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-669.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-667.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-667.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-683.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-683.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-675.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-675.TIF"
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_72/S1_72/tif";"A-Gf_S1_72-153.TIF";"ERROR";"Duplicated file";"Same hash as .S1_72_unvoll_V_fehlt/tif/A-Gf_S1_72-153.TIF"
