path;lastModified;valid
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_43/tifSIcher/v";"2023-12-05T20:57:30";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_44";"2023-12-05T21:02:51";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_44/tif";"2023-12-05T21:02:35";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_44/jpg";"2023-12-05T21:02:51";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_44/tifSicher";"2023-12-05T21:08:57";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_44/tifSicher/v";"2023-12-05T21:08:55";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A67_44/tifSicher/r";"2023-12-05T21:14:58";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_23";"2024-08-07T16:17:31";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_23/tif";"2023-12-05T21:16:03";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_23/images";"2023-10-06T16:05:27";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_23/jpg";"2023-12-05T21:16:07";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_23/tifSicher";"2023-12-05T21:17:32";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_23/tifSicher/v";"2023-12-05T21:17:29";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_23/tifSicher/r";"2023-12-05T21:18:49";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_41";"2023-12-05T21:20:45";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_41/tif";"2023-12-05T21:20:37";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_41/images";"2023-10-04T09:11:49";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_41/jpg";"2023-12-05T21:20:45";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_41/tifSicher";"2023-12-05T21:23:26";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_41/tifSicher/v";"2023-12-05T21:23:23";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_41/tifSicher/r";"2023-12-05T21:26:07";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_45";"2024-08-07T15:09:05";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_45/tif";"2023-12-05T21:27:21";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_45/tifSicher";"2023-12-05T21:30:00";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_45/tifSicher/r";"2023-12-05T21:29:56";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_45/tifSicher/v";"2023-12-05T21:32:21";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_45/jpg";"2023-12-05T21:27:28";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/A70_45/jpg/page";"2023-12-05T21:27:29";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_18";"2023-12-05T21:46:22";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_18/tif";"2023-12-05T21:38:07";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_18/tifSicher";"2023-12-05T21:42:19";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_18/tifSicher/r";"2023-12-05T21:42:16";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_18/tifSicher/v";"2023-12-05T21:46:19";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_18/jpg";"2023-12-05T21:46:32";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_19";"2023-12-05T21:54:41";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_19/tif";"2023-12-05T21:54:27";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_19/jpg";"2023-12-05T21:54:41";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_19/tifSicher";"2023-12-05T21:59:45";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_19/tifSicher/r";"2023-12-05T21:59:42";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_19/tifSicher/v";"2023-12-05T22:04:45";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_20";"2023-12-05T22:14:13";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_20/tif";"2023-12-05T22:13:54";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_20/jpg";"2023-12-05T22:14:13";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_20/tifSIcher";"2023-12-06T09:22:14";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_20/tifSIcher/v";"2023-12-06T09:22:11";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_20/tifSIcher/r";"2023-12-06T09:28:32";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_22";"2023-12-06T09:32:15";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_22/tif";"2023-12-06T09:32:06";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_22/jpg";"2023-12-06T09:32:15";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_22/tifSicher";"2023-12-06T09:34:59";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_22/tifSicher/v";"2023-12-06T09:34:56";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_22/tifSicher/r";"2023-12-06T09:37:41";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_23";"2023-12-06T09:39:01";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_23/tif";"2023-12-06T09:38:57";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_23/jpg";"2023-12-06T09:39:01";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_23/tifSicher";"2023-12-06T09:40:00";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_23/tifSicher/v";"2023-12-06T09:39:57";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_23/tifSicher/r";"2023-12-06T09:40:58";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_24";"2023-12-06T09:49:50";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_24/tif";"2023-12-06T09:49:36";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_24/jpg";"2023-12-06T09:49:50";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_24/tifSicher";"2023-12-06T09:55:15";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_24/tifSicher/v";"2023-12-06T09:55:12";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_24/tifSicher/r";"2023-12-06T10:00:38";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_25";"2023-12-06T10:03:15";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_25/tif";"2023-12-06T10:03:09";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_25/jpg";"2023-12-06T10:03:15";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_25/tifSicher";"2023-12-06T10:05:10";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_25/tifSicher/v";"2023-12-06T10:05:08";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_25/tifSicher/r";"2023-12-06T10:07:07";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_26";"2023-12-06T10:09:03";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_26/tif";"2023-12-06T10:08:59";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_26/jpg";"2023-12-06T10:09:03";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_26/tifSicher";"2023-12-06T10:10:26";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_26/tifSicher/v";"2023-12-06T10:10:23";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_26/tifSicher/r";"2023-12-06T10:11:49";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_27";"2023-12-06T10:20:17";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_27/tif";"2023-12-06T10:20:01";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_27/jpg";"2023-12-06T10:20:17";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_27/tifSicher";"2023-12-06T10:26:50";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_27/tifSicher/v";"2023-12-06T10:26:46";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_27/tifSicher/r";"2023-12-06T10:32:36";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_28";"2023-12-06T10:33:29";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_28/tif";"2023-12-06T10:33:26";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_28/jpg";"2023-12-06T10:33:29";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_28/tifSicher";"2023-12-06T10:34:17";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_28/tifSicher/v";"2023-12-06T10:34:14";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_28/tifSicher/r";"2023-12-06T10:35:06";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_29";"2023-12-06T10:38:39";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_29/tif";"2023-12-06T10:38:29";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_29/jpg";"2023-12-06T10:38:39";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_29/tifSicher";"2023-12-06T10:43:08";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_29/tifSicher/v";"2023-12-06T10:43:05";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_29/tifSicher/r";"2023-12-06T10:47:35";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_68";"2024-08-08T05:34:09";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_68/jpg";"2024-08-08T05:33:59";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_68/tif";"2024-08-08T05:33:59";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_68/tifSicher";"2024-08-08T05:33:59";yes
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_68/tifSicher/r";"2024-08-08T02:27:14";no
"/mnt/acdh_resources/container/R_OFM_Graz_22035/S1_68/tifSicher/v";"2024-08-08T02:42:39";no
