"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"47","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_65.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_65.xml","S1_65.xml","Signature","Done","5779535","File","xml","2024-08-14T14:32:19","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"48","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/ofmgrazSchema.rng","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/ofmgrazSchema.rng","ofmgrazSchema.rng","Signature","Done","20239","File","rng","2024-08-14T15:26:47","true","","1","fmt/101","application/xml, text/xml","Extensible Markup Language","1.0"
"49","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_64.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_64.xml","S1_64.xml","Signature","Done","4344229","File","xml","2024-08-14T14:32:18","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"50","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_75.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_75.xml","S1_75.xml","Signature","Done","507767","File","xml","2024-08-14T14:32:23","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"51","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_69.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_69.xml","S1_69.xml","Signature","Done","6960459","File","xml","2024-08-14T14:32:22","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"52","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_68.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_68.xml","S1_68.xml","Signature","Done","5027448","File","xml","2024-08-14T14:32:21","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"53","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_67.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_67.xml","S1_67.xml","Signature","Done","6540712","File","xml","2024-08-14T14:32:21","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"54","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/ofmgraz.rng","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/ofmgraz.rng","ofmgraz.rng","Signature","Done","20234","File","rng","2024-08-14T14:36:55","true","","1","fmt/101","application/xml, text/xml","Extensible Markup Language","1.0"
"55","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_66.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_66.xml","S1_66.xml","Signature","Done","5112425","File","xml","2024-08-14T14:32:20","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"56","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_72.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_72.xml","S1_72.xml","Signature","Done","5551257","File","xml","2024-08-14T14:32:23","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"57","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/ofmgraz.odd","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/ofmgraz.odd","ofmgraz.odd","Signature","Done","6403","File","odd","2024-08-14T14:30:14","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"58","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_70.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_70.xml","S1_70.xml","Signature","Done","1289144","File","xml","2024-08-14T14:32:22","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"59","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_76.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_76.xml","S1_76.xml","Signature","Done","424807","File","xml","2024-08-14T14:32:24","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
"60","1","file:/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_74.xml","/mnt/acdh_resources/container/R_OFM_Graz_22035/to_ingest/teidocs/S1_74.xml","S1_74.xml","Signature","Done","510132","File","xml","2024-08-14T14:32:23","false","","1","fmt/1476","application/tei+xml","TEI P5 - Single Text File","P5"
